  0.00e+00	  0.00e+00	0.00000e+00
  0.00e+00	  2.50e-03	0.00000e+00
  0.00e+00	  5.00e-03	0.00000e+00
  0.00e+00	  7.50e-03	0.00000e+00
  0.00e+00	  1.00e-02	0.00000e+00
  0.00e+00	  1.25e-02	0.00000e+00
  0.00e+00	  1.50e-02	0.00000e+00
  0.00e+00	  1.75e-02	0.00000e+00
  0.00e+00	  2.00e-02	0.00000e+00
  0.00e+00	  2.25e-02	0.00000e+00
  0.00e+00	  2.50e-02	0.00000e+00
  0.00e+00	  2.75e-02	0.00000e+00
  0.00e+00	  3.00e-02	0.00000e+00
  0.00e+00	  3.25e-02	0.00000e+00
  0.00e+00	  3.50e-02	0.00000e+00
  0.00e+00	  3.75e-02	0.00000e+00
  0.00e+00	  4.00e-02	0.00000e+00
  0.00e+00	  4.25e-02	0.00000e+00
  0.00e+00	  4.50e-02	0.00000e+00
  0.00e+00	  4.75e-02	0.00000e+00
  0.00e+00	  5.00e-02	0.00000e+00
  0.00e+00	  5.25e-02	0.00000e+00
  0.00e+00	  5.50e-02	0.00000e+00
  0.00e+00	  5.75e-02	0.00000e+00
  0.00e+00	  6.00e-02	0.00000e+00
  0.00e+00	  6.25e-02	0.00000e+00
  0.00e+00	  6.50e-02	0.00000e+00
  0.00e+00	  6.75e-02	0.00000e+00
  0.00e+00	  7.00e-02	0.00000e+00
  0.00e+00	  7.25e-02	0.00000e+00
  0.00e+00	  7.50e-02	0.00000e+00
  0.00e+00	  7.75e-02	0.00000e+00
  0.00e+00	  8.00e-02	0.00000e+00
  0.00e+00	  8.25e-02	0.00000e+00
  0.00e+00	  8.50e-02	0.00000e+00
  0.00e+00	  8.75e-02	0.00000e+00
  0.00e+00	  9.00e-02	0.00000e+00
  0.00e+00	  9.25e-02	0.00000e+00
  0.00e+00	  9.50e-02	0.00000e+00
  0.00e+00	  9.75e-02	0.00000e+00
  0.00e+00	  1.00e-01	0.00000e+00
  0.00e+00	  1.03e-01	0.00000e+00
  0.00e+00	  1.05e-01	0.00000e+00
  0.00e+00	  1.08e-01	0.00000e+00
  0.00e+00	  1.10e-01	0.00000e+00
  0.00e+00	  1.13e-01	0.00000e+00
  0.00e+00	  1.15e-01	0.00000e+00
  0.00e+00	  1.18e-01	0.00000e+00

  1.25e-03	  0.00e+00	0.00000e+00
  1.25e-03	  2.50e-03	-6.97638e-05
  1.25e-03	  5.00e-03	-1.14209e-04
  1.25e-03	  7.50e-03	-8.14659e-05
  1.25e-03	  1.00e-02	3.59859e-05
  1.25e-03	  1.25e-02	1.87749e-04
  1.25e-03	  1.50e-02	2.96517e-04
  1.25e-03	  1.75e-02	3.49718e-04
  1.25e-03	  2.00e-02	3.46063e-04
  1.25e-03	  2.25e-02	2.89643e-04
  1.25e-03	  2.50e-02	1.86056e-04
  1.25e-03	  2.75e-02	4.36441e-05
  1.25e-03	  3.00e-02	-1.23332e-04
  1.25e-03	  3.25e-02	-2.92020e-04
  1.25e-03	  3.50e-02	-4.31925e-04
  1.25e-03	  3.75e-02	-5.13502e-04
  1.25e-03	  4.00e-02	-5.12824e-04
  1.25e-03	  4.25e-02	-5.05466e-04
  1.25e-03	  4.50e-02	-5.04263e-04
  1.25e-03	  4.75e-02	-4.65863e-04
  1.25e-03	  5.00e-02	5.24805e-37
  1.25e-03	  5.25e-02	5.67308e-37
  1.25e-03	  5.50e-02	5.76446e-37
  1.25e-03	  5.75e-02	5.84936e-37
  1.25e-03	  6.00e-02	5.94177e-37
  1.25e-03	  6.25e-02	6.05711e-37
  1.25e-03	  6.50e-02	6.23050e-37
  1.25e-03	  6.75e-02	6.56164e-37
  1.25e-03	  7.00e-02	-7.01449e-22
  1.25e-03	  7.25e-02	-6.74058e-04
  1.25e-03	  7.50e-02	-6.42021e-04
  1.25e-03	  7.75e-02	-5.02211e-04
  1.25e-03	  8.00e-02	-3.82948e-04
  1.25e-03	  8.25e-02	-2.98504e-04
  1.25e-03	  8.50e-02	-2.41088e-04
  1.25e-03	  8.75e-02	-2.01793e-04
  1.25e-03	  9.00e-02	-1.74246e-04
  1.25e-03	  9.25e-02	-1.54457e-04
  1.25e-03	  9.50e-02	-1.40126e-04
